name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Staphylococcus phage SMSAP5,1168612,6.11,83568.0,11.16,4.25,48
Staphylococcus phage tp310-2,445516,5.31,72579.0,9.51,3.77,256
Staphylococcus phage StB27,1147044,3.97,54299.0,2.38,2.63,5881
Staphylococcus phage StB20,1147043,43.08,589105.0,31.17,31.21,38559
Staphylococcus phage Ipla5,1197952,12.12,165678.0,3.92,5.0,18264
Staphylococcus phage PH15,399185,2.08,28405.0,2.79,1.82,1404
Staphylococcus phage CNPH82,398839,2.23,30513.0,2.8,2.93,1760
Staphylococcus phage Ipla7,1197953,1.34,18345.0,2.6,1.74,636
Staphylococcus phage phiMR11,379501,1.39,18938.0,2.88,1.04,59
Siphoviridae,10699,3.4,46420.0,2.36,16.7,1997
Enterococcus phage phiFL3A,673837,0.43,5877.0,1.01,1.32,249
Pa6virus,1982251,0.58,7967.0,2.39,2.39,9
Staphylococcus phage PT1028,320831,0.91,12494.0,1.73,1.73,390
Merkel cell polyomavirus,493803,11.27,154089.0,21.74,21.48,752
Human papillomavirus type 5,333923,0.76,10385.0,2.13,2.13,99
Viruses,10239,5.03,68721.0,9.56,1.47,21
