name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency
Balansia obtecta B249,1405085,61.98,212701.0,4.24,4.34,113711
Malassezia restricta CBS 7877,425264,38.02,130504.0,12.71,12.67,19007
