name,tax_id,relative_abundance,abundance_score,hit_frequency
Micrococcus,1269,10.41,142,76
Kocuria,57493,12.11,165,1702
Propionibacteriaceae_u_g,31957,18.6,253,30
Staphylococcus,1279,8.44221,212.28,62
Brochothrix,2755,8.33,113,2473
Acinetobacter,469,5.96,81,14
Haematobacter,366614,29.0,395,8568
