name,tax_id,relative_abundance,abundance_score,hit_frequency
Streptococcaceae,1300,4.34967,2470.09,12458
Carnobacteriaceae,186828,3.45245,411.57,5734
Staphylococcaceae,90964,1.10955,267.99,589
Bacillales_u_f,1385,0.94489,213.02,1911
Veillonellaceae,31977,3.71,326,248
Clostridiales_u_f,186802,3.53,310,6
Peptoniphilaceae,1570339,1.98,174,661
Micrococcaceae,1268,8.4256,1574.2799999999997,7915
Propionibacteriaceae,31957,2.48,218,24
Actinomycetaceae,2049,1.99,175,3290
Neisseriaceae,481,6.78414,1504.4,7243
Rhodospirillales_u_f,204441,1.29,114,1386
Pasteurellaceae,712,1.70376,269.05,1152
Prevotellaceae,171552,3.27154,475.57,3879
Porphyromonadaceae,171551,3.35,295,1841
