name,tax_id,relative_abundance,abundance_score,hit_frequency
Propionibacteriaceae,31957,27.99242,1720482.47,73265
Corynebacteriaceae,1653,0.01108,1993.87,16847
Micrococcaceae,1268,0.55,9755,24290
Staphylococcaceae,90964,1.5424000000000002,31391.960000000003,14392
Moraxellaceae,468,0.01,124,88
Pseudomonadaceae,135621,0.01,130,254
Caulobacteraceae,76892,0.01,175,3076
