name,tax_id,relative_abundance,abundance_score,hit_frequency
Staphylococcaceae,90964,30.081260000000004,15836.98,3708
Streptococcaceae,1300,0.34,123,13
Peptoniphilaceae,1570339,5.8958,4459.0,41671
Peptostreptococcaceae,186804,0.36,128,346
Erysipelotrichaceae,128827,0.3,107,652
Corynebacteriaceae,1653,23.14069,9052.69,4754
Propionibacteriaceae,31957,2.87463,1551.85,363
Actinomycetaceae,2049,11.05,3973,71276
Micrococcaceae,1268,0.95212,416.1,1105
Moraxellaceae,468,0.30277,207.68,22
Pasteurellaceae,712,0.23,82,151
