name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency
Balansia obtecta B249,1405085,44.18,8552.0,1.03,1.02,2017
Malassezia restricta CBS 7877,425264,55.82,10806.0,1.38,1.38,1929
