name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Malassezia restricta CBS 7877,425264,96.59,799948.0,49.18,49.12,192031
Malassezia globosa CBS 7966,425265,1.19,9870.0,1.26,1.23,1838
Melampsora pinitorqua Mpini7,1298852,0.35,2868.0,0.64,0.23,1645
Balansia obtecta B249,1405085,1.88,15529.0,0.78,0.76,8680
