name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Tetracycline tetK,,-,67.73,1312722.0,93.91,93.91,4039
Aminoglycoside aadC,,-,21.1,408944.0,64.59,64.59,295
Beta-lactam-resistance blaTEM 183,,-,11.18,216644.0,80.0,66.67,6
