name,tax_id,relative_abundance,abundance_score,hit_frequency
Staphylococcaceae,90964,59.71989,6180.75,5669
Propionibacteriaceae,31957,16.43659,2609.27,227
Corynebacteriaceae,1653,2.41,217,5267
