name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency
Staphylococcus phage Ipla7,1197953,34.6,71017.0,10.96,5.29,687
Staphylococcus phage CNPH82,398839,11.95,24532.0,7.9,2.52,373
Staphylococcus phage PH15,399185,15.45,31716.0,7.75,2.99,407
Staphylococcus phage Ipla5,1197952,13.93,28590.0,7.56,2.51,451
Staphylococcus phage StB12,1147042,5.25,10783.0,1.98,1.19,323
Staphylococcus phage StB20,1147043,18.82,38634.0,5.12,5.18,1311
