name,tax_id,relative_abundance,abundance_score,hit_frequency
Moraxellaceae,468,4.74991,21603.950000000004,41581
Pseudomonadaceae,135621,9.783719999999999,12028.890000000001,175107
Aeromonadaceae,84642,1.05922,1310.6999999999998,2911
Enterobacteriaceae,543,0.33396000000000003,480.82,5531
Yersiniaceae,1903411,0.14,96,833
Shewanellaceae,267890,0.49,324,710
Halomonadaceae,28256,0.13,86,12
Rhodospirillales_u_f,204441,0.3,202,1836
Brucellaceae,118882,0.13,84,38
Caulobacteraceae,76892,0.15,99,42
Comamonadaceae,80864,0.23,154,2566
Aerococcaceae,186827,11.040109999999999,8016.98,102665
Enterococcaceae,81852,0.21,140,10
Lactobacillaceae,33958,0.13,84,19
Streptococcaceae,1300,0.3712,326.03,75
Staphylococcaceae,90964,1.9242099999999998,6825.939999999999,34313
Bacillales_u_f,1385,0.21,143,1516
Listeriaceae,186820,0.37,248,4842
Peptoniphilaceae,1570339,0.38782,773.02,1541
Clostridiales_u_f,186802,0.12,77,1281
Clostridiaceae,31979,0.12,78,281
Micrococcaceae,1268,0.29579,6507.360000000001,8425
Brevibacteriaceae,85019,0.15,103,2516
Corynebacteriaceae,1653,0.22693,5219.26,44169
Propionibacteriaceae,31957,0.52114,424.72,530
Actinomycetaceae,2049,0.23363,396.96000000000004,3204
Flavobacteriaceae,49546,0.95,635,12153
Porphyromonadaceae,171551,0.14,97,268
