name,tax_id,relative_abundance,abundance_score,hit_frequency
Staphylococcaceae,90964,20.260560000000005,193515.9,135556
Listeriaceae,186820,0.13,484,9044
Leuconostocaceae,81850,0.07,276,2039
Lactobacillaceae,33958,0.03,100,7
Streptococcaceae,1300,0.02,78,35
Veillonellaceae,31977,0.02,78,12
Corynebacteriaceae,1653,2.16317,167643.56,1860721
Propionibacteriaceae,31957,0.8725999999999999,7884.9400000000005,9781
Micrococcaceae,1268,0.03157,708.81,2903
Actinomycetaceae,2049,0.04245,1076.94,17115
Neisseriaceae,481,0.03025,222.4,131
Prevotellaceae,171552,0.02,82,152
