name,tax_id,relative_abundance,abundance_score,hit_frequency
Staphylococcaceae,90964,78.34492999999998,194918.9,18895
Streptococcaceae,1300,0.07,151,9
Propionibacteriaceae,31957,4.670960000000001,29155.57,171436
Corynebacteriaceae,1653,0.08367000000000001,3312.04,20474
Micrococcaceae,1268,0.11414,1215.03,2008
Microbacteriaceae,85023,0.12,275,1231
Dermabacteraceae,85020,0.14,317,6255
Neisseriaceae,481,0.040350000000000004,179.5,57
Rhodospirillales_u_f,204441,0.11,260,3035
Flavobacteriaceae,49546,0.06,131,11
