name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency
Staphylococcus phage CNPH82,398839,20.79,22604.0,3.46,2.5,311
Phietavirus,1623298,19.38,21068.0,3.3,1.4,26
Staphylococcus phage StB20,1147043,33.44,36357.0,4.75,4.68,1289
Propionibacterium phage P14.4,1229784,11.01,11966.0,2.21,1.04,82
Human immunodeficiency virus 1,11676,15.38,16724.0,3.19,3.19,105
