name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency
Malassezia restricta CBS 7877,425264,86.94,399245.0,30.45,30.36,77845
Malassezia globosa CBS 7966,425265,4.87,22340.0,2.62,2.6,3716
Melampsora pinitorqua Mpini7,1298852,0.32,1451.0,0.5,0.18,635
Balansia obtecta B249,1405085,7.88,36179.0,2.95,3.01,11498
