name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Staphylococcus phage CNPH82,398839,10.78,414651.0,12.01,8.79,17593
Staphylococcus phage Ipla7,1197953,3.05,117221.0,6.16,3.6,5712
Staphylococcus phage Ipla5,1197952,7.68,295437.0,8.35,4.1,14959
Staphylococcus phage PH15,399185,3.42,131376.0,6.26,5.24,6675
Staphylococcus phage 80alpha,53369,3.88,149168.0,5.48,4.07,197
Staphylococcus phage 6ec,1500386,0.51,19763.0,3.21,2.12,882
Staphylococcus phage vB_SepS_SEP9,1434319,0.26,10089.0,2.6,1.15,544
Staphylococcus phage StB20,1147043,66.74,2567472.0,28.89,29.57,227616
Propionibacterium phage PHL067M10,1235649,0.34,13160.0,2.31,1.18,79
Propionibacterium phage PHL111M01,1235653,0.44,16927.0,3.12,1.2,57
Propionibacterium phage PA6,376758,0.64,24755.0,3.69,1.28,113
Propionibacterium phage P9.1,1229782,0.4,15375.0,2.79,1.13,48
Propionibacterium phage PAD20,504501,0.29,11237.0,2.11,1.0,48
Propionibacterium phage ATCC29399B_C,1229794,0.25,9559.0,1.76,2.17,60
Propionibacterium phage P104A,1229787,0.45,17163.0,3.02,1.16,62
Human immunodeficiency virus 1,11676,0.59,22712.0,3.31,3.31,186
Equine infectious anemia virus,11665,0.29,11057.0,1.88,1.88,167
