name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency
Malassezia restricta CBS 7877,425264,91.38,6135.0,0.82,0.82,1242
Malassezia globosa CBS 7966,425265,8.62,579.0,0.11,0.11,161
