name,tax_id,relative_abundance,abundance_score,hit_frequency
Bacilli,91061,78.34558999999997,195070.07,18904
Actinobacteria,1760,4.693240000000001,34274.40000000001,201404
Betaproteobacteria,28216,0.040350000000000004,179.5,57
Alphaproteobacteria,28211,0.11,260,3035
Flavobacteriia,117743,0.06,131,11
