name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
MDR-Efflux-pump qacA,,-,43.79,346010.0,56.97,46.34,80
Trimethoprim dfrC,,-,56.21,444131.0,71.14,71.14,291
