name,tax_id,relative_abundance,abundance_score,hit_frequency
Staphylococcaceae,90964,16.12309,61584.01,4388
Streptococcaceae,1300,0.6405,1828.57,4372
Aerococcaceae,186827,0.06,150,15
Peptoniphilaceae,1570339,0.63222,59675.17,986508
Tissierellia_u_f,1737404,0.84,2205,17737
Veillonellaceae,31977,11.396980000000001,34466.2,32956
Peptostreptococcaceae,186804,1.72226,5120.14,31040
Christensenellaceae,990719,0.05,143,475
Corynebacteriaceae,1653,21.0933,61671.69,66929
Actinomycetaceae,2049,4.924799999999999,14244.99,361567
Propionibacteriaceae,31957,0.84074,5016.349999999999,2531
Micrococcaceae,1268,0.14033,464.72,500
Atopobiaceae,1643824,0.03,90,231
Campylobacteraceae,72294,0.5,1327,8456
Prevotellaceae,171552,2.9138900000000003,13923.519999999999,377013
Porphyromonadaceae,171551,0.21428999999999998,1684.76,30821
