name,tax_id,relative_abundance,abundance_score,hit_frequency
Propionibacteriaceae,31957,40.28323,1580114.6800000002,619008
Corynebacteriaceae,1653,0.12993,21104.559999999998,105602
Dietziaceae,85029,0.01,92,24
Micrococcaceae,1268,0.02355,7127.9800000000005,19184
Dermabacteraceae,85020,0.01012,471.26,7088
Brevibacteriaceae,85019,0.01,142,3427
Actinomycetaceae,2049,0.01006,240.55,271
Bifidobacteriaceae,31953,0.01,89,1425
Staphylococcaceae,90964,10.655850000000003,251062.9,61128
Streptococcaceae,1300,0.04059,1819.0800000000002,1935
Lactobacillaceae,33958,0.020190000000000003,718.07,600
Enterococcaceae,81852,0.01,138,11
Aerococcaceae,186827,0.01004,175.05,640
Peptoniphilaceae,1570339,0.02553,29613.2,535193
Tissierellia_u_f,1737404,0.04,783,6073
Peptostreptococcaceae,186804,0.11,2039,4066
Christensenellaceae,990719,0.01,89,287
Veillonellaceae,31977,0.00077,1547.22,8008
Campylobacteraceae,72294,0.02,430,1552
Morganellaceae,1903414,0.0,80,6
Pseudomonadaceae,135621,0.01,226,114
Synergistaceae,649777,0.01,226,80
Porphyromonadaceae,171551,0.02051,1379.46,14781
