name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency
Malassezia restricta CBS 7877,425264,79.66,488606.0,36.39,36.29,95038
Malassezia globosa CBS 7966,425265,0.31,1902.0,0.32,0.3,420
Melampsora pinitorqua Mpini7,1298852,0.32,1974.0,0.6,0.21,971
Balansia obtecta B249,1405085,19.71,120869.0,4.24,4.33,58783
