name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Trimethoprim dfrC,,-,72.57,29571520.0,100.0,100.0,38557
Beta-lactam-resistance bla 1022 1943 4 Branch,,-,27.43,11175146.0,77.99,77.99,26296
