name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency
Staphylococcus phage Ipla7,1197953,26.69,387809.0,33.64,22.7,13246
Staphylococcus phage CNPH82,398839,23.06,335042.0,34.62,19.56,8639
Staphylococcus phage Ipla5,1197952,20.42,296791.0,29.96,14.0,10248
Staphylococcus phage PH15,399185,14.22,206685.0,27.69,11.0,5729
unclassified Siphoviridae,196894,3.11,45172.0,1.06,1.06,366
Staphylococcus phage StB20,1147043,7.85,114118.0,9.13,8.74,6634
Human papillomavirus type 5,333923,1.7,24664.0,1.42,1.42,654
Human immunodeficiency virus 1,11676,2.02,29371.0,4.6,4.6,197
Equine infectious anemia virus,11665,0.93,13521.0,1.81,1.81,266
