name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Malassezia restricta CBS 7877,425264,69.9,358868.0,29.13,29.06,62738
Malassezia globosa CBS 7966,425265,0.78,3985.0,0.59,0.57,799
Melampsora pinitorqua Mpini7,1298852,0.21,1081.0,0.46,0.16,399
Balansia obtecta B249,1405085,29.12,149499.0,4.27,4.37,75995
