name,tax_id,relative_abundance,abundance_score,hit_frequency
Propionibacteriales,85009,47.831390000000006,1011257.38,28249
Corynebacteriales,85007,0.022989999999999997,3482.8799999999997,41602
Micrococcales,85006,0.1004,1475.09,12242
Actinomycetales,2037,0.0103,446.64,2781
Bifidobacteriales,85004,0.03,344,635
Bacillales,1385,3.7304600000000003,73752.04000000001,50105
Lactobacillales,186826,0.03074,1189.98,2618
Tissierellales,1737405,0.0101,213.35,128
Neisseriales,206351,0.03,319,49
Caulobacterales,204458,0.04,421,6816
Pasteurellales,135625,0.01,90,172
