name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency
Balansia obtecta B249,1405085,27.65,32679.0,2.72,2.77,10362
Malassezia restricta CBS 7877,425264,64.91,76713.0,7.56,7.54,13255
Malassezia globosa CBS 7966,425265,7.44,8797.0,1.1,1.09,1850
