name,tax_id,relative_abundance,abundance_score,hit_frequency
Staphylococcus epidermidis,1282,26.57,46612,3576
Staphylococcus capitis,29388,15.12,26525,28786
Staphylococcus sp. TE8,1472720,0.53,934,1387
Staphylococcus lugdunensis,28035,0.08,139,32
Staphylococcus haemolyticus,1283,0.07,119,59
Staphylococcus_u_s,1279,0.07,121,245
Alloiococcus otitis,1652,0.08,144,2204
Streptococcus agalactiae,1311,0.07,113,10
Cutibacterium acnes,1747,17.05,29914,350
[Propionibacterium] namnetense,1574624,0.13,224,4649
Cutibacterium granulosum,33011,6.26,10979,46524
Propionibacterium_u_s,1743,16.53,29000,224
Propionibacterium sp. KPL1844,1203573,11.88,20839,346491
Propionibacteriaceae_u_s,31957,0.12,218,486
Corynebacterium kroppenstedtii,161879,5.35,9378,603240
Caulobacter sp. JGI 0001013-D04,1157680,0.08,138,2450
