name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Tetracycline tet 2374 Branch,,-,32.35,149337.0,47.83,47.83,11
Tetracycline tetK,,-,67.65,312237.0,47.51,47.51,489
