name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency
Balansia obtecta B249,1405085,5.83,2591.0,0.24,0.23,1413
Malassezia restricta CBS 7877,425264,67.42,29980.0,3.39,3.36,4885
Malassezia globosa CBS 7966,425265,26.75,11893.0,1.49,1.49,2133
