name,tax_id,relative_abundance,abundance_score,hit_frequency
Staphylococcus epidermidis,1282,63.78,7548,74
Staphylococcus sp. DORA_6_22,1403935,9.04,1070,97
Staphylococcus_u_s,1279,7.94,940,20
Staphylococcus haemolyticus,1283,8.88,1050,2627
Staphylococcus warneri,1292,5.35,633,31
Staphylococcus pasteuri,45972,3.59,425,4148
Staphylococcus lugdunensis,28035,0.67,79,12
Propionibacteriaceae_u_s,31957,0.74,87,81
