name,tax_id,relative_abundance,abundance_score,hit_frequency
Actinobacteria,201174,47.83665,1017005.4000000001,85509
Firmicutes,1239,3.7317300000000007,75154.91000000002,52851
Proteobacteria,1224,0.03047,830.01,7037
