name,tax_id,relative_abundance,abundance_score,hit_frequency
Actinobacteria,1760,47.83665,1017005.4000000001,85509
Bacilli,91061,3.7315400000000003,74941.6,52723
Tissierellia,1737404,0.0101,213.35,128
Betaproteobacteria,28216,0.03,319,49
Alphaproteobacteria,28211,0.04,421,6816
Gammaproteobacteria,1236,0.01,90,172
