name,tax_id,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Propionibacterium phage P101A,1229786,5.46,479961.0,9.84,1.73,1273
Propionibacterium phage P100_1,1229791,3.82,335300.0,7.13,1.09,951
Propionibacterium phage PHL060L00,1235647,4.68,411229.0,9.26,3.53,2664
Propionibacterium phage P9.1,1229782,5.77,507310.0,9.59,3.52,3393
Propionibacterium phage PA6,376758,3.49,306717.0,8.3,2.75,2137
Propionibacterium phage PHL111M01,1235653,4.57,401648.0,8.45,2.7,2573
Propionibacterium phage P105,1229788,4.11,361474.0,9.07,3.79,2824
Propionibacterium phage PAS50,504553,4.29,377412.0,7.88,2.13,2059
Propionibacterium phage PAD20,504501,3.4,298502.0,6.78,1.65,1614
Propionibacterium phage PHL114L00,1235656,1.76,155074.0,3.62,1.13,2192
Propionibacterium phage ATCC29399B_C,1229794,3.52,309545.0,6.57,3.41,1464
Propionibacterium phage P100_A,1229790,1.26,110425.0,3.25,1.12,1740
Propionibacterium phage P1.1,1229792,7.36,647326.0,11.14,2.41,2569
Propionibacterium phage P14.4,1229784,6.44,566372.0,9.56,3.92,6031
Propionibacterium phage P100D,1229789,6.07,533278.0,10.83,3.94,3708
Propionibacterium phage PHL071N05,1235650,4.15,364714.0,8.82,2.45,2211
Propionibacterium phage PHL113M01,1235655,4.07,357586.0,8.95,3.18,2337
Propionibacterium phage PHL112N00,1235654,3.7,324997.0,6.44,1.78,1869
Propionibacterium phage P104A,1229787,3.61,317610.0,7.04,1.69,1789
Propionibacterium phage PHL067M10,1235649,3.21,281890.0,7.24,2.07,1631
Staphylococcus phage TEM123,1168613,0.91,80158.0,7.23,2.44,602
Staphylococcus phage StB27,1147044,0.85,74718.0,3.96,4.09,7062
Staphylococcus phage StB12,1147042,0.1,8319.0,1.39,1.23,512
Staphylococcus phage StB20,1147043,7.03,617887.0,28.13,28.33,43513
Staphylococcus phage CNPH82,398839,0.52,45299.0,4.16,3.92,1373
Staphylococcus phage Ipla7,1197953,0.31,27480.0,2.68,1.87,1146
Staphylococcus phage PH15,399185,0.31,27548.0,2.89,2.23,900
Staphylococcus phage Ipla5,1197952,0.29,25346.0,3.05,2.94,786
Staphylococcus phage 80alpha,53369,0.32,28492.0,5.54,4.07,7
Lactobacillus phage phi jlb1,1416334,0.09,7912.0,1.61,1.29,170
Merkel cell polyomavirus,493803,3.38,296667.0,37.29,37.44,1478
Human papillomavirus type 179,1472342,0.22,19806.0,3.46,3.46,198
unclassified bacterial viruses,12333,0.06,5157.0,1.03,1.03,60
Equine infectious anemia virus,11665,0.23,20386.0,1.88,1.88,486
Human immunodeficiency virus 1,11676,0.63,55277.0,4.6,4.6,543
